"scenario","n_per_arm","design_wr","buysetest_wr","buysetest_p","buysetest_reject","disjoint_wins","disjoint_losses","disjoint_neutral","disjoint_wr","adaptive_reject","adaptive_crossing","adaptive_final_evalue","fixed_reject","fixed_crossing","fixed_final_evalue","sim"
"null",250,1.3,1.00977554826677,0.461238531527421,FALSE,129,121,0,1.06611570247934,FALSE,NA,0.389596927212626,FALSE,NA,0.334373891163698,42
"null",250,1.3,0.87468130417829,0.909673894013763,FALSE,118,132,0,0.893939393939394,FALSE,NA,0.266763942534921,FALSE,NA,0.0186575873608327,43
"null",250,1.3,0.918001595777328,0.804332857326656,FALSE,116,134,0,0.865671641791045,FALSE,NA,0.573923928998246,FALSE,NA,0.0110399925212028,44
"null",250,1.3,1.04830727886475,0.317431215090788,FALSE,133,117,0,1.13675213675214,FALSE,NA,0.560778894922308,FALSE,NA,0.955005270552638,45
"null",250,1.3,1.02494735136886,0.402191993385642,FALSE,128,122,0,1.04918032786885,FALSE,NA,0.342855062000977,FALSE,NA,0.257210685510536,46
"null",250,1.3,0.994511105437835,0.522307731734422,FALSE,128,122,0,1.04918032786885,FALSE,NA,0.295351750936483,FALSE,NA,0.257210685510536,47
"null",250,1.3,0.906766733784856,0.839455424333587,FALSE,122,128,0,0.953125,FALSE,NA,0.259058902708041,FALSE,NA,0.0532879352612743,48
"null",250,1.3,0.983812093318521,0.56538529306416,FALSE,120,130,0,0.923076923076923,FALSE,NA,0.241703449563555,FALSE,NA,0.0315313226398073,49
"null",250,1.3,1.02691746392087,0.394805104099961,FALSE,124,126,0,0.984126984126984,FALSE,NA,0.22240670637504,FALSE,NA,0.0900566105915536,50
"null",250,1.3,1.09317123815265,0.186775068561167,FALSE,132,118,0,1.11864406779661,FALSE,NA,0.429474161816618,FALSE,NA,0.734619438886644,51
"null",250,1.3,0.903978553585572,0.847550151365763,FALSE,125,125,0,1,FALSE,NA,0.257182087538211,FALSE,NA,0.11707359376902,52
"null",250,1.3,0.983056763016785,0.56883715270412,FALSE,131,119,0,1.10084033613445,FALSE,NA,0.0561590274553538,FALSE,NA,0.565091876066649,53
"null",250,1.3,0.931337103303359,0.763081150871177,FALSE,124,126,0,0.984126984126984,FALSE,NA,0.155201854448802,FALSE,NA,0.0900566105915536,54
"null",250,1.3,1.2152123059474,0.0242968380099404,TRUE,135,115,0,1.17391304347826,FALSE,NA,0.625000137985445,FALSE,NA,1.61395890723396,55
"null",250,1.3,1.03709135947329,0.357525523541771,FALSE,125,125,0,1,FALSE,NA,0.257290876589587,FALSE,NA,0.11707359376902,56
"null",250,1.3,1.03649397197784,0.359098885881988,FALSE,121,129,0,0.937984496124031,FALSE,NA,0.360231333690537,FALSE,NA,0.0409907194317495,57
"null",250,1.3,1.11155782289942,0.143947748285772,FALSE,131,119,0,1.10084033613445,FALSE,NA,0.395697830306498,FALSE,NA,0.565091876066649,58
"null",250,1.3,1.04549173621339,0.327496692996626,FALSE,134,116,0,1.1551724137931,FALSE,NA,0.629420522227838,FALSE,NA,1.24150685171843,59
"null",250,1.3,1.12787688955468,0.113310360619571,FALSE,136,114,0,1.19298245614035,TRUE,61,0.290282384064649,TRUE,72,2.09814657940414,60
"null",250,1.3,0.956487713257161,0.673130151356855,FALSE,135,115,0,1.17391304347826,FALSE,NA,0.445121814959341,FALSE,NA,1.61395890723396,61
"null",250,1.3,1.2096517588828,0.0275290162169746,TRUE,139,111,0,1.25225225225225,TRUE,127,0.924824893768185,TRUE,123,4.60962803495091,62
"null",250,1.3,1.07269350666578,0.240823120549706,FALSE,125,125,0,1,FALSE,NA,0.252523789273001,FALSE,NA,0.11707359376902,63
"null",250,1.3,0.920240875015362,0.798326641170147,FALSE,115,135,0,0.851851851851852,FALSE,NA,0.517328906064753,FALSE,NA,0.00849230193938675,64
"null",250,1.3,0.928952810098454,0.769068327372934,FALSE,117,133,0,0.879699248120301,FALSE,NA,0.516892470391633,FALSE,NA,0.0143519902775636,65
"null",250,1.3,0.909446413295857,0.829991671529321,FALSE,125,125,0,1,FALSE,NA,0.322331469265374,FALSE,NA,0.11707359376902,66
"null",250,1.3,0.996358641837289,0.514739117177877,FALSE,120,130,0,0.923076923076923,FALSE,NA,0.307781748518574,FALSE,NA,0.0315313226398073,67
"null",250,1.3,0.994511105437835,0.522503741380466,FALSE,124,126,0,0.984126984126984,FALSE,NA,0.311530020934516,FALSE,NA,0.0900566105915537,68
"null",250,1.3,1.12961700967698,0.109522191879204,FALSE,138,112,0,1.23214285714286,FALSE,NA,0.52653517722407,FALSE,NA,3.545867719193,69
"null",250,1.3,1.04094961303595,0.343714148474871,FALSE,133,117,0,1.13675213675214,FALSE,NA,0.37441960448982,FALSE,NA,0.955005270552638,70
"null",250,1.3,1.02764079937711,0.392946041057799,FALSE,129,121,0,1.06611570247934,FALSE,NA,0.238431601767836,FALSE,NA,0.334373891163698,71
"null",250,1.3,1.00545483715707,0.478158804128939,FALSE,126,124,0,1.01612903225806,FALSE,NA,0.281180536299908,FALSE,NA,0.152195671899726,72
"null",250,1.3,0.934086337614111,0.752673600917341,FALSE,119,131,0,0.908396946564885,FALSE,NA,0.22823564791073,FALSE,NA,0.0242548635690825,73
"null",250,1.3,0.905952671383264,0.841653638806132,FALSE,113,137,0,0.824817518248175,FALSE,NA,1.06995888528012,FALSE,NA,0.00502503073336494,74
"null",250,1.3,0.832253525255783,0.967883782760696,FALSE,107,143,0,0.748251748251748,FALSE,NA,4.22249035704665,FALSE,NA,0.00104106682766294,75
"null",250,1.3,0.92272195902295,0.789593857016581,FALSE,119,131,0,0.908396946564885,FALSE,NA,0.431160926051309,FALSE,NA,0.0242548635690825,76
"null",250,1.3,1.14658606951504,0.084295271197856,FALSE,133,117,0,1.13675213675214,FALSE,NA,0.448319814937264,FALSE,NA,0.955005270552637,77
"null",250,1.3,0.940330942845612,0.732968330644185,FALSE,121,129,0,0.937984496124031,FALSE,NA,0.205543681347191,FALSE,NA,0.0409907194317494,78
"null",250,1.3,1.05978314603039,0.280825744846133,FALSE,134,116,0,1.1551724137931,FALSE,NA,0.328306681437844,FALSE,NA,1.24150685171843,79
"null",250,1.3,0.795822199235698,0.98998569470668,FALSE,112,138,0,0.811594202898551,FALSE,NA,0.870822515654857,FALSE,NA,0.00386540825643456,80
"null",250,1.3,0.97828632925015,0.58808465759456,FALSE,135,115,0,1.17391304347826,FALSE,NA,0.724130423896183,FALSE,NA,1.61395890723396,81
"null",250,1.3,1.28068895051817,0.00643414592913139,TRUE,140,110,0,1.27272727272727,FALSE,NA,1.65255099254525,FALSE,NA,5.99251644543617,82
"null",250,1.3,1.08806628357611,0.196191595598002,FALSE,130,120,0,1.08333333333333,FALSE,NA,0.137226228202964,FALSE,NA,0.434686058512807,83
"null",250,1.3,1.03450520833333,0.364427360673119,FALSE,141,109,0,1.29357798165138,FALSE,NA,1.16619891341895,FALSE,NA,7.79027137906704,84
"null",250,1.3,1.06134564643799,0.276529893603543,FALSE,131,119,0,1.10084033613445,FALSE,NA,0.429794356459234,FALSE,NA,0.565091876066649,85
"null",250,1.3,0.916119933778895,0.814967888861958,FALSE,115,135,0,0.851851851851852,FALSE,NA,0.688855311403645,FALSE,NA,0.00849230193938675,86
"null",250,1.3,0.851796983793073,0.948887909197473,FALSE,122,128,0,0.953125,FALSE,NA,0.315374895886055,FALSE,NA,0.0532879352612743,87
"null",250,1.3,0.93750387500775,0.742229799522187,FALSE,111,139,0,0.798561151079137,FALSE,NA,0.891124776305513,FALSE,NA,0.00297339096648813,88
"null",250,1.3,1.12527203482046,0.115871087037769,FALSE,140,110,0,1.27272727272727,FALSE,NA,1.67786153702066,FALSE,NA,5.99251644543617,89
"null",250,1.3,0.924735156442474,0.783126111686259,FALSE,118,132,0,0.893939393939394,FALSE,NA,0.407064577051124,FALSE,NA,0.0186575873608327,90
