"sim","true_hr","method","n_patients","n_events_available","crossed","crossing_event","final_evalue","log_final_evalue","final_log_hr","final_hr"
1,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.163846529587219,-1.80882508448751,0.108798704706521,1.11493789600042
1,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.163846529587219,-1.80882508448751,0.108798704706521,1.11493789600042
1,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0645943102427293,-2.7396289488105,0.105059382108778,1.11077656865234
2,1,"Simultaneous entry, time-on-study order",631,626,FALSE,NA,0.000412990665406462,-7.79208556718007,-0.0124563167211109,0.987620942072641
2,1,"Staggered entry, time-on-study order",631,626,FALSE,NA,0.000412990665406462,-7.79208556718007,-0.0124563167211109,0.987620942072641
2,1,"Staggered entry, calendar-event order",631,626,FALSE,NA,0.00037297230283618,-7.89400639620839,-0.0139367563152496,0.986159910677205
3,1,"Simultaneous entry, time-on-study order",631,628,TRUE,148,4.85220802464051,1.5794338641612,-0.166811571119368,0.846359074806033
3,1,"Staggered entry, time-on-study order",631,628,TRUE,148,4.85220802464051,1.5794338641612,-0.166811571119368,0.846359074806033
3,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,4.04996280386094,1.39870769684441,-0.163142688223669,0.849469970405468
4,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.187160286253931,-1.67578988352423,0.10288539771097,1.10836438070217
4,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.187160286253931,-1.67578988352423,0.10288539771097,1.10836438070217
4,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.020748070173382,-3.87530204032297,0.0986475591292382,1.10367725003339
5,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00340145724613504,-5.68355133737911,0.0292562392403937,1.02968840724941
5,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00340145724613504,-5.68355133737911,0.0292562392403937,1.02968840724941
5,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00414349079678263,-5.48621665879925,0.0346964750914699,1.03530542012187
6,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.951331641106521,-0.0498925484098747,-0.152008092297418,0.858981329580602
6,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.951331641106521,-0.0498925484098747,-0.152008092297418,0.858981329580602
6,1,"Staggered entry, calendar-event order",631,630,TRUE,197,2.54883692903164,0.935637148860133,-0.147024172287792,0.863273109878057
7,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0119278741306954,-4.42887725399863,-0.0216424499308218,0.978590067452498
7,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0119278741306954,-4.42887725399863,-0.0216424499308218,0.978590067452498
7,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00945887118851992,-4.66080222771888,-0.0269500331765285,0.973409878508774
8,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.0740403725437872,-2.60314475963381,-0.0846448195862303,0.918838579918142
8,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.0740403725437872,-2.60314475963381,-0.0846448195862303,0.918838579918142
8,1,"Staggered entry, calendar-event order",631,626,FALSE,NA,0.0476208047134545,-3.04448553942163,-0.0835171966887308,0.91987526772657
9,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.0344125594606624,-3.36933368063514,-0.0403717325368202,0.960432348831914
9,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.0344125594606624,-3.36933368063514,-0.0403717325368202,0.960432348831914
9,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,0.00108774410454241,-6.82364935624265,-0.0378184794782062,0.962887708908079
10,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0237058743368387,-3.74203239923997,0.0646689016402501,1.06680574826943
10,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0237058743368387,-3.74203239923997,0.0646689016402501,1.06680574826943
10,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0506987430764043,-2.98185416008473,0.0631983862624331,1.06523814688491
11,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.00404130493660952,-5.51118763505241,-0.0285997489413503,0.97180535275618
11,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.00404130493660952,-5.51118763505241,-0.0285997489413503,0.97180535275618
11,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.000485884585016986,-7.62953944165539,-0.0222521988918847,0.977993555055451
12,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,1.85567291354019,0.618247386904562,0.145661589035821,1.15680464642778
12,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,1.85567291354019,0.618247386904562,0.145661589035821,1.15680464642778
12,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,2.26510782072708,0.817622360772025,0.146086867586449,1.15729671525691
13,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0121490126927123,-4.41050737235641,0.0323441127706362,1.03287286890367
13,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0121490126927123,-4.41050737235641,0.0323441127706362,1.03287286890367
13,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0161779544756879,-4.12410579835449,0.038507782626878,1.03925881649011
14,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00979315225657925,-4.62607188687335,-0.0479166222724152,0.953213260519867
14,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00979315225657925,-4.62607188687335,-0.0479166222724152,0.953213260519867
14,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00407426085581378,-5.50306593381795,-0.0510620083800996,0.950219747118316
15,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.000612737261303317,-7.39757432515883,0.0246114629591801,1.02491682500288
15,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.000612737261303317,-7.39757432515883,0.0246114629591801,1.02491682500288
15,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.000979443449998801,-6.92852605578507,0.0267251450463151,1.02708546443646
16,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000544229399722126,-7.51613970932918,-0.0216477310847705,0.978584899381346
16,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000544229399722126,-7.51613970932918,-0.0216477310847705,0.978584899381346
16,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000169718612615266,-8.6813687122142,-0.0220149614375844,0.978225599280477
17,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,1.65147052784872,0.501666120002955,0.135972997461682,1.14565095769331
17,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,1.65147052784872,0.501666120002955,0.135972997461682,1.14565095769331
17,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.285376141484734,-1.25394717419367,0.137440714241489,1.14733368340802
18,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.190525375096839,-1.65796989067798,-0.0853873148298312,0.918156599857722
18,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.190525375096839,-1.65796989067798,-0.0853873148298312,0.918156599857722
18,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.178014148628602,-1.72589224517141,-0.0890188190108043,0.914828357247716
19,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.0491195907575973,-3.0134973266601,-0.0915078817605122,0.91255412359061
19,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.0491195907575973,-3.0134973266601,-0.0915078817605122,0.91255412359061
19,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0668320873104481,-2.70557196481136,-0.0917275245728612,0.91235370964703
20,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.120347371781514,-2.11737295311769,0.0923948158765089,1.09679776978071
20,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.120347371781514,-2.11737295311769,0.0923948158765089,1.09679776978071
20,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0355052591905225,-3.33807444726143,0.0939102588784533,1.09846116435697
21,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,3.46480562590803e-06,-12.5728540233149,-0.0288049332455472,0.971605974006455
21,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,3.46480562590803e-06,-12.5728540233149,-0.0288049332455472,0.971605974006455
21,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000537305327373845,-7.52894404519612,-0.0299351999813242,0.970508420474721
22,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.000241802237590896,-8.32739036593518,0.02709063686185,1.02746092437716
22,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.000241802237590896,-8.32739036593518,0.02709063686185,1.02746092437716
22,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.00764616332617222,-4.87355128294048,0.0244129135112429,1.02471334853384
23,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.790072706488303,-0.235630304226398,0.130158384695643,1.13900877059642
23,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.790072706488303,-0.235630304226398,0.130158384695643,1.13900877059642
23,1,"Staggered entry, calendar-event order",631,630,TRUE,251,0.672096833622016,-0.397352851188247,0.128196212111426,1.13677603004108
24,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0152109055002909,-4.185742641262,-0.0504147927466066,0.950834943254708
24,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0152109055002909,-4.185742641262,-0.0504147927466066,0.950834943254708
24,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00830927468772706,-4.79038295578603,-0.0489026063290382,0.952273870630263
25,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.179798883157973,-1.71591636854359,-0.088960037078702,0.914882134206639
25,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.179798883157973,-1.71591636854359,-0.088960037078702,0.914882134206639
25,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0396939312798913,-3.22655696746032,-0.0862366531406518,0.917377105356261
26,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000673308582462248,-7.30330681563218,0.000577369111818943,1.00057753582145
26,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000673308582462248,-7.30330681563218,0.000577369111818943,1.00057753582145
26,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00115531997104774,-6.76337794216427,0.000646421400929025,1.00064663037627
27,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00191122061942281,-6.26001317327981,0.0173445129800554,1.0174958024604
27,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00191122061942281,-6.26001317327981,0.0173445129800554,1.0174958024604
27,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00207924186050842,-6.17575194185177,0.0164894457813677,1.01662614703481
28,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.129506410588208,-2.04402489645612,0.0816676935160251,1.08509516575138
28,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.129506410588208,-2.04402489645612,0.0816676935160251,1.08509516575138
28,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.140710761046904,-1.96104883557671,0.0841674157488928,1.0878109952575
29,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.246982043903746,-1.39843964174266,-0.104207525883939,0.901038289249918
29,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.246982043903746,-1.39843964174266,-0.104207525883939,0.901038289249918
29,1,"Staggered entry, calendar-event order",631,630,TRUE,194,0.246324391862309,-1.4011059456194,-0.0996946230059186,0.905113776761463
30,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00766616581788747,-4.8709386819567,0.0664063361694892,1.0686608645173
30,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00766616581788747,-4.8709386819567,0.0664063361694892,1.0686608645173
30,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0151225705743459,-4.19156691115026,0.0729450456755348,1.07567142249405
31,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.0227366231227991,-3.78377830112404,0.0967646777154319,1.10160111182685
31,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.0227366231227991,-3.78377830112404,0.0967646777154319,1.10160111182685
31,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.054577771667431,-2.90812859144211,0.0986879499118636,1.10372182932158
32,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.00149322638030604,-6.50681614411899,-0.0452440324202988,0.955764215917189
32,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.00149322638030604,-6.50681614411899,-0.0452440324202988,0.955764215917189
32,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.00148584936321266,-6.51176870847589,-0.0496402812975069,0.951571661065825
33,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000350865990567349,-7.95510620065543,0.0101653870289558,1.01021723009505
33,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000350865990567349,-7.95510620065543,0.0101653870289558,1.01021723009505
33,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0041455366104878,-5.48572303906651,0.00549044568770006,1.00550554580744
34,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,4.364238239196e-05,-10.0394818065564,0.00732519587118563,1.00735209074844
34,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,4.364238239196e-05,-10.0394818065564,0.00732519587118563,1.00735209074844
34,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.000786187995131114,-7.14831461457781,0.00518972755883679,1.00520321752122
35,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.0653074689010814,-2.72864887096968,-0.100009028291976,0.904829248936436
35,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.0653074689010814,-2.72864887096968,-0.100009028291976,0.904829248936436
35,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.101095074126451,-2.29169387692756,-0.0994207674220764,0.905361681166695
36,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.000367287792753042,-7.9093648407766,0.00946121311395891,1.00950611187797
36,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.000367287792753042,-7.9093648407766,0.00946121311395891,1.00950611187797
36,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.000319796327329581,-8.04782624190309,0.00555927400113172,1.00557475544007
37,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00230981793944716,-6.07058657164657,-0.00717809802001081,0.992847602994015
37,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00230981793944716,-6.07058657164657,-0.00717809802001081,0.992847602994015
37,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00233931688388882,-6.05789632219442,-0.00463248856210487,0.995378224863376
38,1,"Simultaneous entry, time-on-study order",631,626,FALSE,NA,0.00183689704323101,-6.29967752046513,-0.0259538499861954,0.974380056224182
38,1,"Staggered entry, time-on-study order",631,626,FALSE,NA,0.00183689704323101,-6.29967752046513,-0.0259538499861954,0.974380056224182
38,1,"Staggered entry, calendar-event order",631,626,FALSE,NA,0.00475837804165076,-5.34784841635881,-0.0284096455495005,0.971990113811252
39,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,1.93517297598602e-05,-10.8527287492094,0.0192003275399397,1.01938583922165
39,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,1.93517297598602e-05,-10.8527287492094,0.0192003275399397,1.01938583922165
39,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.00223223008519533,-6.10475415501101,0.0171010701502633,1.01724813055114
40,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,1.85739383488402,0.619174341136009,0.173125840249082,1.18901572170452
40,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,1.85739383488402,0.619174341136009,0.173125840249082,1.18901572170452
40,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,5.71195109642001,1.74256066344951,0.173473739818145,1.18942945172578
41,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00216601997586745,-6.13486390797705,-0.04671228252766,0.954361944698903
41,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00216601997586745,-6.13486390797705,-0.04671228252766,0.954361944698903
41,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0120769748330544,-4.41645454556501,-0.0534497646838355,0.947953560554525
42,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.0074717968530827,-4.89661976618179,0.000369576125217132,1.00036964442689
42,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.0074717968530827,-4.89661976618179,0.000369576125217132,1.00036964442689
42,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0026014204855065,-5.95169764256496,0.00396762134586985,1.0039755027755
43,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00833922486678741,-4.78678500856303,-0.00907166594377717,0.990969357473752
43,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00833922486678741,-4.78678500856303,-0.00907166594377717,0.990969357473752
43,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00877989257713413,-4.73529110636051,-0.0100732902210067,0.989977275436985
44,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.221034915204981,-1.50943460259021,-0.0987213822453287,0.905995099181864
44,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.221034915204981,-1.50943460259021,-0.0987213822453287,0.905995099181864
44,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.132180642733126,-2.02358578639207,-0.0939267090471239,0.910349480176679
45,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0516216915584872,-2.96381331578868,0.0696162771474626,1.07209671430522
45,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0516216915584872,-2.96381331578868,0.0696162771474626,1.07209671430522
45,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,0.110386899975869,-2.20376381181862,0.0775853180493588,1.08067442955979
46,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0880755211113383,-2.42956063809521,0.0668084520574792,1.06909067644111
46,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0880755211113383,-2.42956063809521,0.0668084520574792,1.06909067644111
46,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.18817975624901,-1.67035762271199,0.0795588439557075,1.08280927443579
47,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0570005822231962,-2.86469379675772,-0.0645294588463198,0.937508495936545
47,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0570005822231962,-2.86469379675772,-0.0645294588463198,0.937508495936545
47,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0709487852517746,-2.64579699670976,-0.0636850156866713,0.93830050292843
48,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.0204039971846283,-3.89202445690283,0.0613745844118621,1.06329713413067
48,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.0204039971846283,-3.89202445690283,0.0613745844118621,1.06329713413067
48,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0145419862939209,-4.2307152072715,0.0681722765997301,1.07054972325931
49,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.774199186854129,-0.255926091143805,0.13830133046287,1.14832152240146
49,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.774199186854129,-0.255926091143805,0.13830133046287,1.14832152240146
49,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,1.19273318862175,0.176247470677773,0.147220322727426,1.15860920285085
50,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0307365764036362,-3.48230191975996,-0.0624820917798425,0.939429886180061
50,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0307365764036362,-3.48230191975996,-0.0624820917798425,0.939429886180061
50,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0397662500853757,-3.22473671424142,-0.0739785266594543,0.928691635738933
51,1,"Simultaneous entry, time-on-study order",631,624,FALSE,NA,0.00176118577033919,-6.3417679636411,-0.0407199008503079,0.960098014926416
51,1,"Staggered entry, time-on-study order",631,624,FALSE,NA,0.00176118577033919,-6.3417679636411,-0.0407199008503079,0.960098014926416
51,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,0.000123599126343536,-8.99846708138366,-0.0387480453880115,0.961993057202193
52,1,"Simultaneous entry, time-on-study order",631,626,FALSE,NA,0.0995600699080784,-2.30699409931266,-0.0854544355126115,0.918094974628027
52,1,"Staggered entry, time-on-study order",631,626,FALSE,NA,0.0995600699080784,-2.30699409931266,-0.0854544355126115,0.918094974628027
52,1,"Staggered entry, calendar-event order",631,626,FALSE,NA,0.117992075607099,-2.13713781264357,-0.0915985652242123,0.912471373773945
53,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0416547175964796,-3.17834064916102,0.0749246295568206,1.07780291333998
53,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0416547175964796,-3.17834064916102,0.0749246295568206,1.07780291333998
53,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00297152887537286,-5.81867868576481,0.0769504883211419,1.07998860301995
54,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.000779379052393872,-7.15701304200043,-0.0857468853629279,0.91782651714721
54,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.000779379052393872,-7.15701304200043,-0.0857468853629279,0.91782651714721
54,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.000308633414970358,-8.08335634466705,-0.0852646869882342,0.918269198323523
55,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,1.027623817507,0.0272491637847216,-0.149117285173989,0.861468071540974
55,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,1.027623817507,0.0272491637847216,-0.149117285173989,0.861468071540974
55,1,"Staggered entry, calendar-event order",631,625,FALSE,NA,2.02337058962884,0.704764729559393,-0.145924544696751,0.864222910926296
56,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.111977919605209,-2.18945357350501,0.104718701926425,1.11039821354108
56,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.111977919605209,-2.18945357350501,0.104718701926425,1.11039821354108
56,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0176891413334644,-4.03480431164572,0.10240869437301,1.10783614561793
57,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.000457437317475585,-7.68987069361789,0.0121236075933136,1.01219739641793
57,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.000457437317475585,-7.68987069361789,0.0121236075933136,1.01219739641793
57,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.000703986805525481,-7.25875094413317,0.0091661362652489,1.00920827394042
58,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.00146805007358074,-6.52382023930293,-0.036596524506532,0.964065033503468
58,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.00146805007358074,-6.52382023930293,-0.036596524506532,0.964065033503468
58,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,5.60345228413021e-05,-9.78954257786547,-0.0359697317522578,0.964669491896398
59,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.02008185628475,-3.90793854397168,0.0258850033718334,1.02622292951104
59,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.02008185628475,-3.90793854397168,0.0258850033718334,1.02622292951104
59,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.00730337717189165,-4.91941841151981,0.0246384235462518,1.02494445773468
60,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.02006670947521,-3.90869308202163,0.090300446060103,1.09450307344713
60,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.02006670947521,-3.90869308202163,0.090300446060103,1.09450307344713
60,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0422438152149218,-3.16429732133999,0.0888570831451226,1.09292444783948
61,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.0462006070886885,-3.07476234053298,-0.0690842954267517,0.933248008223291
61,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.0462006070886885,-3.07476234053298,-0.0690842954267517,0.933248008223291
61,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0436873223603343,-3.13069732514037,-0.0633828360057896,0.938584081118601
62,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,6.70822516559975e-05,-9.60959105484636,-0.00227983508521225,0.997722761764957
62,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,6.70822516559975e-05,-9.60959105484636,-0.00227983508521225,0.997722761764957
62,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,9.27690850728532e-05,-9.28539710866471,-0.00791732241716587,0.992113937028525
63,1,"Simultaneous entry, time-on-study order",631,626,FALSE,NA,0.00677257375207786,-4.99487409413034,0.00930019039032779,1.009343571541
63,1,"Staggered entry, time-on-study order",631,626,FALSE,NA,0.00677257375207786,-4.99487409413034,0.00930019039032779,1.009343571541
63,1,"Staggered entry, calendar-event order",631,626,FALSE,NA,0.00793119629607696,-4.83695139770471,0.00922673359680357,1.00926943112177
64,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.218591116581541,-1.5205523418443,-0.108429316398545,0.897242312893688
64,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.218591116581541,-1.5205523418443,-0.108429316398545,0.897242312893688
64,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.0690873629969795,-2.67238344486102,-0.109048280779876,0.896687123699478
65,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0165493053993001,-4.10141114787063,0.053999923611615,1.05548452152832
65,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0165493053993001,-4.10141114787063,0.053999923611615,1.05548452152832
65,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00300141244601552,-5.80867228577428,0.0501884416539204,1.05146921830677
66,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,1.5254195461166e-05,-11.0906559805397,0.0136366148489157,1.01373001756389
66,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,1.5254195461166e-05,-11.0906559805397,0.0136366148489157,1.01373001756389
66,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,0.000154100194227968,-8.77790755523687,0.00989298664430782,1.00994208400964
67,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.207667484534959,-1.57181711049996,0.0910426577915175,1.09531572801188
67,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.207667484534959,-1.57181711049996,0.0910426577915175,1.09531572801188
67,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.16814833452312,-1.78290874555428,0.0830566923608728,1.08660340891467
68,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.0122699768341031,-4.40059990827226,0.0201413102692235,1.02034551513925
68,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.0122699768341031,-4.40059990827226,0.0201413102692235,1.02034551513925
68,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.00126284209045902,-6.67439047077872,0.0237204514955939,1.02400401908324
69,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.00341759405188069,-5.6788184690775,0.00752036785091048,1.00754871683759
69,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.00341759405188069,-5.6788184690775,0.00752036785091048,1.00754871683759
69,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0033271426858127,-5.70564139563588,0.010515356257403,1.01057083691177
70,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.164298122345109,-1.80607268221414,0.087647799895531,1.09160359141738
70,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.164298122345109,-1.80607268221414,0.087647799895531,1.09160359141738
