"sim","true_hr","method","n_patients","n_events_available","crossed","crossing_event","final_evalue","log_final_evalue","final_log_hr","final_hr"
598,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0227095245117483,-3.78497086047936,-0.0546616505309627,0.946805444883838
598,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0227095245117483,-3.78497086047936,-0.0546616505309627,0.946805444883838
598,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0139957899719722,-4.26899871087879,-0.0492180988675065,0.951973482717065
599,1,"Simultaneous entry, time-on-study order",631,628,TRUE,596,19.4484797518657,2.96776890515186,-0.210303755232389,0.810338064155581
599,1,"Staggered entry, time-on-study order",631,628,TRUE,596,19.4484797518657,2.96776890515186,-0.210303755232389,0.810338064155581
599,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,17.8655308372258,2.8828732048445,-0.211308678923182,0.809524145269042
600,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.590344456526085,-0.527049087821179,0.144361196057203,1.1553013234551
600,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.590344456526085,-0.527049087821179,0.144361196057203,1.1553013234551
600,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.065829444784768,-2.72068805161405,0.135628455464983,1.14525630081666
601,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.000405805382988193,-7.80963686553439,-0.0457399651328888,0.955290338692314
601,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.000405805382988193,-7.80963686553439,-0.0457399651328888,0.955290338692314
601,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.00155009641609816,-6.46943814605127,-0.0509719366210736,0.950305338937045
602,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.133943625427978,-2.01033627331408,0.102052204200499,1.10744128330571
602,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.133943625427978,-2.01033627331408,0.102052204200499,1.10744128330571
602,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.343906370554324,-1.06738583727721,0.105073440795418,1.11079218482182
603,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000962415931307406,-6.94606383971325,0.0146610244462259,1.0147690244164
603,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000962415931307406,-6.94606383971325,0.0146610244462259,1.0147690244164
603,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00164761239595709,-6.4084280717859,0.0128415430251003,1.01292434971432
604,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0434095901571653,-3.1370748909231,-0.088554924246354,0.915252839783015
604,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0434095901571653,-3.1370748909231,-0.088554924246354,0.915252839783015
604,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0599551216351331,-2.814158969379,-0.0916321927075475,0.912440690173939
605,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000339807120457268,-7.98713239409824,0.00228535179212347,1.002287965199
605,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000339807120457268,-7.98713239409824,0.00228535179212347,1.002287965199
605,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000752616020796787,-7.19195539276498,-0.00138352391014795,0.998617432717834
606,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0304107633600085,-3.49295867533865,0.0678601012764723,1.07021557621233
606,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0304107633600085,-3.49295867533865,0.0678601012764723,1.07021557621233
606,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.054921694688516,-2.90184684115648,0.0676030746580344,1.0699405376694
607,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,2.87590107649531,1.05636604305559,0.180807721300306,1.19818477173277
607,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,2.87590107649531,1.05636604305559,0.180807721300306,1.19818477173277
607,1,"Staggered entry, calendar-event order",631,629,TRUE,233,4.43391638686267,1.48928325374583,0.173791182878059,1.1898070877863
608,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00290419771433119,-5.84159810088978,-0.0942145835466069,0.910087451493216
608,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00290419771433119,-5.84159810088978,-0.0942145835466069,0.910087451493216
608,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0549138282626867,-2.90199008126007,-0.0917506882286689,0.912332576444487
609,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.000252168702443083,-8.2854122402981,-0.0188472988145729,0.981329200934519
609,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.000252168702443083,-8.2854122402981,-0.0188472988145729,0.981329200934519
609,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.000391659995080523,-7.84511645403617,-0.023633802338556,0.976643288770027
610,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.376749854661802,-0.976173827243884,-0.131611730300426,0.876681317798482
610,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.376749854661802,-0.976173827243884,-0.131611730300426,0.876681317798482
610,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.890182447560105,-0.116328840006474,-0.127357926031494,0.880418491498046
611,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.00305354071419498,-5.79145347177446,0.0915271674125377,1.09584654760338
611,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.00305354071419498,-5.79145347177446,0.0915271674125377,1.09584654760338
611,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.0241912670666258,-3.72176357596241,0.0908221912111041,1.09507427411609
612,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.00121967160316138,-6.70917363420838,-0.0639378270579351,0.938063319874177
612,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.00121967160316138,-6.70917363420838,-0.0639378270579351,0.938063319874177
612,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.0247622433018682,-3.69843523341733,-0.0698617406132914,0.932522741015731
613,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.207840057910039,-1.57098644743191,0.0812288283821103,1.08461905979694
613,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.207840057910039,-1.57098644743191,0.0812288283821103,1.08461905979694
613,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.153190715820507,-1.87607162520582,0.0812827960549991,1.08467759574308
614,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.0058638863016368,-5.13894270380186,-0.0155245399355898,0.984595344548927
614,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.0058638863016368,-5.13894270380186,-0.0155245399355898,0.984595344548927
614,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,0.00610344552897202,-5.09890182645031,-0.0185603444001977,0.981610838087262
615,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000616304522191053,-7.39176936237728,0.000873153835797161,1.00087353514558
615,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000616304522191053,-7.39176936237728,0.000873153835797161,1.00087353514558
615,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.006950401672287,-4.96895582650181,0.0082391019258377,1.00827313673398
616,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.0532043835855353,-2.93361448780474,-0.0866985179545492,0.916953498982192
616,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.0532043835855353,-2.93361448780474,-0.0866985179545492,0.916953498982192
616,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.143809779419257,-1.93926382891955,-0.0913987512479018,0.912653716524117
617,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00412718009434114,-5.49016089108745,0.0490530294459586,1.05027604482006
617,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00412718009434114,-5.49016089108745,0.0490530294459586,1.05027604482006
617,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00641871660324751,-5.04853708730036,0.0557946329279566,1.0573805102978
618,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.118789083311322,-2.1304057675947,-0.102371074514692,0.902694522580461
618,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.118789083311322,-2.1304057675947,-0.102371074514692,0.902694522580461
618,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.140198207696961,-1.96469808836521,-0.094976176406336,0.909394599257577
619,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.0307317476683291,-3.48245903272473,0.0731121301819242,1.07585116553844
619,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.0307317476683291,-3.48245903272473,0.0731121301819242,1.07585116553844
619,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0821185773442022,-2.49959101109006,0.0685064769075201,1.07090756109775
620,1,"Simultaneous entry, time-on-study order",631,626,FALSE,NA,0.00392070579636764,-5.54148359129305,-0.0236016195493701,0.976674720380875
620,1,"Staggered entry, time-on-study order",631,626,FALSE,NA,0.00392070579636764,-5.54148359129305,-0.0236016195493701,0.976674720380875
620,1,"Staggered entry, calendar-event order",631,626,FALSE,NA,0.00601657104605385,-5.11323777562027,-0.0171131670087064,0.983032431500202
621,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000182627192973647,-8.60806367989626,-0.0114888691021097,0.988576875934935
621,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000182627192973647,-8.60806367989626,-0.0114888691021097,0.988576875934935
621,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.00123066879613939,-6.70019752067035,-0.016872743523175,0.983268803997385
622,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.00257643839370627,-5.96134730132748,-0.0390731786763244,0.961680332077599
622,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.00257643839370627,-5.96134730132748,-0.0390731786763244,0.961680332077599
622,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000734617212890062,-7.21616099320326,-0.0336999884946156,0.966861530713079
623,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000983225555482534,-6.92467200789957,0.0140860352604251,1.01418571091682
623,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000983225555482534,-6.92467200789957,0.0140860352604251,1.01418571091682
623,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000117928338499637,-9.045433418831,0.0126092442772077,1.01268907598412
624,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00917025765040674,-4.69178989600851,0.105151416621428,1.11087880313698
624,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00917025765040674,-4.69178989600851,0.105151416621428,1.11087880313698
624,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0186564427513821,-3.98156373671026,0.0987856747171973,1.10382969559301
625,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0790862825218968,-2.53721583869247,-0.0680200530926948,0.93424173895318
625,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0790862825218968,-2.53721583869247,-0.0680200530926948,0.93424173895318
625,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.012195169492394,-4.40671534889554,-0.0696784655516344,0.932693664841146
626,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0212159248501971,-3.85300320711368,0.0364947034770925,1.03716881061484
626,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0212159248501971,-3.85300320711368,0.0364947034770925,1.03716881061484
626,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0182251517563814,-4.00495267429732,0.0379915315115321,1.03872243643228
627,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0950159688670652,-2.35371030817017,-0.0999529395710151,0.904880001074994
627,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0950159688670652,-2.35371030817017,-0.0999529395710151,0.904880001074994
627,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.163301276623453,-1.81215846137888,-0.0991045314011633,0.905648034417454
628,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.318989008215734,-1.14259863379492,0.10610555066821,1.11193923624212
628,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.318989008215734,-1.14259863379492,0.10610555066821,1.11193923624212
628,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.0537435239227748,-2.92353210439096,0.100663243116172,1.10590415821061
629,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.103864730454964,-2.26466589514675,0.115141484919715,1.12203217697453
629,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.103864730454964,-2.26466589514675,0.115141484919715,1.12203217697453
629,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.713552136359842,-0.337499773452633,0.117957146685502,1.12519589196074
630,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0166425844465569,-4.09579054035135,0.0708257497676438,1.073394170388
630,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0166425844465569,-4.09579054035135,0.0708257497676438,1.073394170388
630,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0956642874088864,-2.34691022249028,0.0741621352640826,1.07698140800622
631,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,3.26895214690267e-05,-10.3284559757866,-0.0132029458150902,0.986883830752087
631,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,3.26895214690267e-05,-10.3284559757866,-0.0132029458150902,0.986883830752087
631,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,6.86600218608476e-05,-9.58634345154201,-0.0156278768600035,0.984493604751059
632,1,"Simultaneous entry, time-on-study order",631,623,FALSE,NA,0.00819856420124843,-4.803796237452,0.0268362048143989,1.02719953864436
632,1,"Staggered entry, time-on-study order",631,623,FALSE,NA,0.00819856420124843,-4.803796237452,0.0268362048143989,1.02719953864436
632,1,"Staggered entry, calendar-event order",631,624,FALSE,NA,0.00828195392376213,-4.79367635729344,0.0235849298908511,1.02386525381837
633,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00615751054086799,-5.09008271609642,0.0424978687822214,1.0434138326292
633,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00615751054086799,-5.09008271609642,0.0424978687822214,1.0434138326292
633,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000286299286339769,-8.15847283856408,0.0470981831238854,1.04822492202479
634,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00993402385892586,-4.61178966055577,0.0549163624315367,1.05645225188278
634,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00993402385892586,-4.61178966055577,0.0549163624315367,1.05645225188278
634,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000700272941033035,-7.26404038315679,0.0568601031405302,1.05850771813143
635,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0553526090688609,-2.89403148328964,0.0564003785792781,1.05802120797403
635,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0553526090688609,-2.89403148328964,0.0564003785792781,1.05802120797403
635,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0544012092455332,-2.91136889658911,0.0562266610322967,1.05783742708857
636,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0979257066495847,-2.3235461832236,-0.0845103250107581,0.918962167033587
636,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0979257066495847,-2.3235461832236,-0.0845103250107581,0.918962167033587
636,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.183405319165568,-1.69605671649656,-0.0816145038777732,0.92162717392659
637,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,14.7408851307305,2.69062493453295,0.22110215214553,1.24745085383684
637,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,14.7408851307305,2.69062493453295,0.22110215214553,1.24745085383684
637,1,"Staggered entry, calendar-event order",631,629,TRUE,589,23.6424667191654,3.16304453223668,0.217976578002635,1.24355794066715
638,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.0174149677182278,-4.05042522884216,-0.0266285491575173,0.973722864535969
638,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.0174149677182278,-4.05042522884216,-0.0266285491575173,0.973722864535969
638,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,0.00870872727981984,-4.74342962051442,-0.0341122604074878,0.966463003016862
639,1,"Simultaneous entry, time-on-study order",631,630,TRUE,235,2.39685368386593,0.874156912231587,-0.157741565629821,0.854070474615167
639,1,"Staggered entry, time-on-study order",631,630,TRUE,235,2.39685368386593,0.874156912231587,-0.157741565629821,0.854070474615167
639,1,"Staggered entry, calendar-event order",631,630,TRUE,226,1.83383340768699,0.6064085342052,-0.149824415074473,0.860859117039617
640,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.0508740725407045,-2.97840186554369,-0.132516694469175,0.875888311493728
640,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.0508740725407045,-2.97840186554369,-0.132516694469175,0.875888311493728
640,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,0.960851220697965,-0.0399356991689926,-0.137322007632967,0.871689490265547
641,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000811204729409224,-7.11699009500478,-0.0151981833317555,0.984916726181382
641,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000811204729409224,-7.11699009500478,-0.0151981833317555,0.984916726181382
641,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000920638556886279,-6.99044304511375,-0.00976202042087397,0.990285473429521
642,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.000494228791565419,-7.61251200717227,-0.0305244290139505,0.969936737179707
642,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.000494228791565419,-7.61251200717227,-0.0305244290139505,0.969936737179707
642,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.00153320770394799,-6.48039319971965,-0.0251831343900489,0.975131315596558
643,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,1.00542574487968,0.00541107855251457,0.138278868720794,1.14829572938928
643,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,1.00542574487968,0.00541107855251457,0.138278868720794,1.14829572938928
643,1,"Staggered entry, calendar-event order",631,630,TRUE,189,0.909572919936468,-0.0947801083868903,0.13511493634074,1.14466834078131
644,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0113271929709918,-4.48054898653614,0.0675086026003943,1.0698394629597
644,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0113271929709918,-4.48054898653614,0.0675086026003943,1.0698394629597
644,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0110187037222999,-4.50816111173163,0.0668453212123727,1.06913009363749
645,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.00224734699567653,-6.09800487149916,-0.0121895624997338,0.987884429269658
645,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.00224734699567653,-6.09800487149916,-0.0121895624997338,0.987884429269658
645,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.000220085987421828,-8.42149223605723,-0.0119743449665685,0.988097062199924
646,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00361427212458317,-5.6228647923078,-0.0162858397008219,0.983846057596453
646,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00361427212458317,-5.6228647923078,-0.0162858397008219,0.983846057596453
646,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00483367082877896,-5.33214909401756,-0.0174908524034995,0.982661224612339
647,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.215221036387406,-1.53608970274241,-0.117059597460504,0.889532177724806
647,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.215221036387406,-1.53608970274241,-0.117059597460504,0.889532177724806
647,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.388364021218064,-0.945812180176853,-0.113748665809225,0.89248223899754
648,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.00133215566783362,-6.62095684594948,-0.0397912431551196,0.960990031461015
648,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.00133215566783362,-6.62095684594948,-0.0397912431551196,0.960990031461015
648,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.032257703832927,-3.43399838572692,-0.0387347550124654,0.962005842536156
649,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.0182486758710399,-4.00366275659739,-0.0279977140838067,0.972390589602101
649,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.0182486758710399,-4.00366275659739,-0.0279977140838067,0.972390589602101
649,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,0.012028781117846,-4.42045307434109,-0.0234193276711803,0.976852776478631
650,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,0.000181672623382336,-8.61330426324613,-0.017189785745768,0.982957115682148
650,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,0.000181672623382336,-8.61330426324613,-0.017189785745768,0.982957115682148
650,1,"Staggered entry, calendar-event order",631,628,FALSE,NA,9.67181784542777e-05,-9.2437091850208,-0.0208337253022639,0.979381797443929
651,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.000777834384880685,-7.15899692935054,-0.0215155808550433,0.978714228145832
651,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.000777834384880685,-7.15899692935054,-0.0215155808550433,0.978714228145832
651,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.00118767074205114,-6.73576124961132,-0.0129563363143851,0.987127235692595
652,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,1.44454291119665,0.367792947091889,0.137807363419573,1.14775442948842
652,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,1.44454291119665,0.367792947091889,0.137807363419573,1.14775442948842
652,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,1.23321547634835,0.209624966698395,0.136281257950986,1.14600417105616
653,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,5.32933659338834e-06,-12.1422837940644,0.0163686104602292,1.01650331010952
653,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,5.32933659338834e-06,-12.1422837940644,0.0163686104602292,1.01650331010952
653,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000772568222893233,-7.16579023866697,0.0240001250437556,1.02429044597174
654,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0209892767487921,-3.86374360268503,-0.0351025654722604,0.965506383560785
654,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0209892767487921,-3.86374360268503,-0.0351025654722604,0.965506383560785
654,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00962431754920469,-4.64346230530083,-0.0306770093918011,0.96978875515572
655,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,1.92994066319702,0.657489257986671,0.171443894150735,1.18701754223667
655,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,1.92994066319702,0.657489257986671,0.171443894150735,1.18701754223667
655,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,2.61101617332407,0.959739484000401,0.1744864087399,1.19063456005106
656,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0261009150911768,-3.64578490430348,0.0939638724783023,1.09852005839303
656,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0261009150911768,-3.64578490430348,0.0939638724783023,1.09852005839303
656,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0260570968176217,-3.64746511726637,0.096323362357189,1.10111506559527
657,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.164876651661376,-1.80255765033675,0.0825996088047623,1.08610685385666
657,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.164876651661376,-1.80255765033675,0.0825996088047623,1.08610685385666
657,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.0546751097959071,-2.90634670426573,0.0818205643986753,1.08526105788684
658,1,"Simultaneous entry, time-on-study order",631,626,TRUE,534,19.1889059104296,2.95433229486794,-0.207813211020415,0.812358762205422
658,1,"Staggered entry, time-on-study order",631,626,TRUE,534,19.1889059104296,2.95433229486794,-0.207813211020415,0.812358762205422
658,1,"Staggered entry, calendar-event order",631,628,TRUE,564,16.021216707913,2.77391388806413,-0.202720597942463,0.816506343110343
659,1,"Simultaneous entry, time-on-study order",631,629,FALSE,NA,0.000389658336874469,-7.85024026210103,-0.0257634029699684,0.974565641670097
659,1,"Staggered entry, time-on-study order",631,629,FALSE,NA,0.000389658336874469,-7.85024026210103,-0.0257634029699684,0.974565641670097
659,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,8.2514213725856e-05,-9.40253999187731,-0.0305847317451255,0.969878249108901
660,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,3.7971379781648,1.33424761932127,0.186139773948656,1.20459061899861
660,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,3.7971379781648,1.33424761932127,0.186139773948656,1.20459061899861
660,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,3.48096853903991,1.24731057087979,0.187157554288753,1.20581725176396
661,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.00103647611851919,-6.87192866685635,0.00303958407198106,1.00304420829169
661,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.00103647611851919,-6.87192866685635,0.00303958407198106,1.00304420829169
661,1,"Staggered entry, calendar-event order",631,629,FALSE,NA,0.000830797678311719,-7.0931242604875,0.00928663995901433,1.00932989459293
662,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0108389026427253,-4.52461352031588,0.00784488556361252,1.00787573730172
662,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0108389026427253,-4.52461352031588,0.00784488556361252,1.00787573730172
662,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.00272558377195635,-5.90507264556966,0.0167751989254862,1.0169166926629
663,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.0504861333110405,-2.98605656830717,0.100736627776689,1.10598531758972
663,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.0504861333110405,-2.98605656830717,0.100736627776689,1.10598531758972
663,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.058260852104422,-2.84282490166659,0.0981332375504831,1.10310975095874
664,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.0978157435968811,-2.32466973742363,-0.0719692498113546,0.93055951025174
664,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.0978157435968811,-2.32466973742363,-0.0719692498113546,0.93055951025174
664,1,"Staggered entry, calendar-event order",631,626,FALSE,NA,0.0347135380354017,-3.3606255230037,-0.0742558585746734,0.92843411561987
665,1,"Simultaneous entry, time-on-study order",631,627,FALSE,NA,0.00083796678944952,-7.084532088996,-0.0926452644457022,0.911516790365391
665,1,"Staggered entry, time-on-study order",631,627,FALSE,NA,0.00083796678944952,-7.084532088996,-0.0926452644457022,0.911516790365391
665,1,"Staggered entry, calendar-event order",631,627,FALSE,NA,0.0699375474929703,-2.6601526138329,-0.0967112915487365,0.907818063049441
666,1,"Simultaneous entry, time-on-study order",631,630,FALSE,NA,0.000960800428429233,-6.94774384128974,0.0179275531378668,1.01808921634889
666,1,"Staggered entry, time-on-study order",631,630,FALSE,NA,0.000960800428429233,-6.94774384128974,0.0179275531378668,1.01808921634889
666,1,"Staggered entry, calendar-event order",631,630,FALSE,NA,0.000803695965089639,-7.12628951317672,0.018755694256128,1.0189326870992
667,1,"Simultaneous entry, time-on-study order",631,628,FALSE,NA,2.14617160772877,0.763685607334192,0.152618494207521,1.16488048550695
667,1,"Staggered entry, time-on-study order",631,628,FALSE,NA,2.14617160772877,0.763685607334192,0.152618494207521,1.16488048550695
