"scenario_type","true_wr","design_wr","true_d","design_d","n_pairs","n_patients","design_method","kelly_fraction","burn_in","ramp","rejection_rate","se","median_crossing","median_final_evalue","target_power","alpha","n_sims"
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,30,50,0.037,0.00596917079668525,299,0.145648541946107,0.8,0.05,1000
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,0,75,0.026,0.00503229569878401,617.5,0.112631699647488,0.8,0.05,1000
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,10,75,0.034,0.00573096850453743,279.5,0.129527660594573,0.8,0.05,1000
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,20,75,0.033,0.00564898220921256,494,0.149339566363001,0.8,0.05,1000
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,30,75,0.033,0.00564898220921256,386,0.15753458446808,0.8,0.05,1000
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,0,100,0.036,0.00589101010014412,254,0.129439908179955,0.8,0.05,1000
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,10,100,0.036,0.00589101010014412,371,0.149161174137708,0.8,0.05,1000
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,20,100,0.036,0.00589101010014412,263,0.164168037021614,0.8,0.05,1000
"null",1,1.1,0,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,30,100,0.039,0.00612200947402076,295,0.171525922303866,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,0,20,0.227,0.0132465467198059,1171,0.53446994626753,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,10,20,0.281,0.014214042352547,1083,0.759144111403664,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,20,20,0.287,0.0143049292203771,1101,0.926843759888039,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,30,20,0.29,0.0143492160064583,1066,1.16930955429282,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,0,35,0.274,0.0141040419738457,1159.5,0.775221732439666,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,10,35,0.304,0.0145459272650457,1220.5,0.903610787784773,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,20,35,0.299,0.0144775343204566,1059,1.19590927670505,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,30,35,0.3,0.0144913767461894,1098,1.08273475510212,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,0,50,0.278,0.0141674274305535,1146.5,0.848503845598912,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,10,50,0.298,0.0144636095080032,1122.5,0.88477438604379,0.8,0.05,1000
"alternative",1.1,1.1,0.0844527324219911,0.0844527324219911,2305,4610,"Yu-Ganju WR",1,20,50,0.328,0.0148464137083674,1055.5,1.31690666752623,0.8,0.05,1000
