"true_wr","sim","n_pairs","internal_wr","buysetest_wr","abs_diff","log_ratio","wins","losses","ties"
1,1,80,1.52864480442513,1.52864480442513,0,0,3869,2531,0
1,2,80,0.726929303831624,0.726929303831624,0,0,2694,3706,0
1,3,80,1.12131256214783,1.12131256214783,2.22044604925031e-16,2.22044604925031e-16,3383,3017,0
1,4,80,1.10387902695595,1.10387902695595,0,0,3358,3042,0
1,5,80,0.809443030817077,0.809443030817077,1.11022302462516e-16,-1.11022302462516e-16,2863,3537,0
1,6,80,1.04407537527946,1.04407537527946,0,0,3269,3131,0
1,7,80,1.21837088388215,1.21837088388215,0,0,3515,2885,0
1,8,80,1.17539089055065,1.17539089055065,2.22044604925031e-16,2.22044604925031e-16,3458,2942,0
1,9,80,1.15126050420168,1.15126050420168,0,0,3425,2975,0
1,10,80,0.962588163140141,0.962588163140141,0,0,3139,3261,0
1,11,80,1.16289286921257,1.16289286921257,0,0,3441,2959,0
1,12,80,0.716738197424893,0.716738197424893,1.11022302462516e-16,2.22044604925031e-16,2672,3728,0
1,13,80,1.23698007689619,1.23698007689619,2.22044604925031e-16,-2.22044604925031e-16,3539,2861,0
1,14,80,0.934119069205198,0.934119069205198,1.11022302462516e-16,2.22044604925031e-16,3091,3309,0
1,15,80,1.23619846261356,1.23619846261356,0,0,3538,2862,0
1,16,80,0.90136660724896,0.90136660724896,0,0,3034,3366,0
1,17,80,0.621484671902711,0.621484671902711,0,0,2453,3947,0
1,18,80,1.09767289413307,1.09767289413307,0,0,3349,3051,0
1,19,80,1.33832663500183,1.33832663500183,0,0,3663,2737,0
1,20,80,1.29472929365364,1.29472929365364,0,0,3611,2789,0
1,21,80,0.702580473530194,0.702580473530194,0,0,2641,3759,0
1,22,80,0.909307875894988,0.909307875894988,1.11022302462516e-16,2.22044604925031e-16,3048,3352,0
1,23,80,1.20461591457113,1.20461591457113,0,0,3497,2903,0
1,24,80,1.19478737997257,1.19478737997257,0,0,3484,2916,0
1,25,80,1.17022719565955,1.17022719565955,0,0,3451,2949,0
1,26,80,1.26628895184136,1.26628895184136,0,0,3576,2824,0
1,27,80,1.1376085504342,1.1376085504342,0,0,3406,2994,0
1,28,80,1.11570247933884,1.11570247933884,0,0,3375,3025,0
1,29,80,0.844912078408763,0.844912078408763,0,0,2931,3469,0
1,30,80,1.03045685279188,1.03045685279188,2.22044604925031e-16,2.22044604925031e-16,3248,3152,0
1,31,80,1.04931155939801,1.04931155939801,2.22044604925031e-16,-2.22044604925031e-16,3277,3123,0
1,32,80,1.11710221634138,1.11710221634138,2.22044604925031e-16,-2.22044604925031e-16,3377,3023,0
1,33,80,1.0125786163522,1.0125786163522,0,0,3220,3180,0
1,34,80,0.957785255429795,0.957785255429795,0,0,3131,3269,0
1,35,80,1.02981287662544,1.02981287662544,2.22044604925031e-16,2.22044604925031e-16,3247,3153,0
1,36,80,0.93939393939394,0.93939393939394,0,0,3100,3300,0
1,37,80,0.968625038449708,0.968625038449708,0,0,3149,3251,0
1,38,80,0.879588839941263,0.879588839941263,1.11022302462516e-16,-1.11022302462516e-16,2995,3405,0
1,39,80,0.893491124260355,0.893491124260355,0,0,3020,3380,0
1,40,80,1.43161094224924,1.43161094224924,0,0,3768,2632,0
1,41,80,0.763085399449036,0.763085399449036,0,0,2770,3630,0
1,42,80,1.24719101123595,1.24719101123596,2.22044604925031e-16,-2.22044604925031e-16,3552,2848,0
1,43,80,1.4681835711531,1.4681835711531,0,0,3807,2593,0
1,44,80,1.11780277961615,1.11780277961615,0,0,3378,3022,0
1,45,80,1.33151183970856,1.33151183970856,0,0,3655,2745,0
1,46,80,0.920768307322929,0.920768307322929,0,0,3068,3332,0
1,47,80,0.864258665889892,0.864258665889892,1.11022302462516e-16,-1.11022302462516e-16,2967,3433,0
1,48,80,0.898546425393058,0.898546425393058,0,0,3029,3371,0
1,49,80,1.14981525025193,1.14981525025193,0,0,3423,2977,0
1,50,80,1.04734484964811,1.04734484964811,0,0,3274,3126,0
1,51,80,0.952410006101281,0.952410006101281,0,0,3122,3278,0
1,52,80,0.6971625563511,0.6971625563511,0,0,2629,3771,0
1,53,80,0.839609083069848,0.839609083069848,1.11022302462516e-16,-1.11022302462516e-16,2921,3479,0
1,54,80,1.06651598320956,1.06651598320956,0,0,3303,3097,0
1,55,80,0.664932362122789,0.664932362122789,0,0,2556,3844,0
1,56,80,0.875732708089097,0.875732708089097,0,0,2988,3412,0
1,57,80,1.05523442517662,1.05523442517662,0,0,3286,3114,0
1,58,80,0.932950770160072,0.932950770160073,1.11022302462516e-16,-1.11022302462516e-16,3089,3311,0
1,59,80,0.706211676886164,0.706211676886164,0,0,2649,3751,0
1,60,80,0.967414694128497,0.967414694128497,1.11022302462516e-16,2.22044604925031e-16,3147,3253,0
1,61,80,0.954198473282443,0.954198473282443,0,0,3125,3275,0
1,62,80,0.924812030075188,0.924812030075188,0,0,3075,3325,0
1,63,80,0.715357812918789,0.715357812918789,0,0,2669,3731,0
1,64,80,1.06785137318255,1.06785137318255,0,0,3305,3095,0
1,65,80,0.987577639751553,0.987577639751553,0,0,3180,3220,0
1,66,80,1.03562340966921,1.03562340966921,0,0,3256,3144,0
1,67,80,0.75054704595186,0.75054704595186,0,0,2744,3656,0
1,68,80,1.0598648213711,1.0598648213711,0,0,3293,3107,0
1,69,80,1.21300138312586,1.21300138312586,0,0,3508,2892,0
1,70,80,1.21837088388215,1.21837088388215,0,0,3515,2885,0
1,71,80,0.900237529691211,0.900237529691211,0,0,3032,3368,0
1,72,80,1.14046822742475,1.14046822742475,2.22044604925031e-16,-2.22044604925031e-16,3410,2990,0
1,73,80,1.22222222222222,1.22222222222222,0,0,3520,2880,0
1,74,80,0.971050200184786,0.971050200184786,1.11022302462516e-16,-1.11022302462516e-16,3153,3247,0
1,75,80,1.09218698921216,1.09218698921216,0,0,3341,3059,0
1,76,80,0.972265023112481,0.972265023112481,1.11022302462516e-16,2.22044604925031e-16,3155,3245,0
1,77,80,0.796239124333427,0.796239124333427,1.11022302462516e-16,2.22044604925031e-16,2837,3563,0
1,78,80,0.850780798149219,0.850780798149219,0,0,2942,3458,0
1,79,80,1.11081794195251,1.11081794195251,0,0,3368,3032,0
1,80,80,0.951219512195122,0.951219512195122,1.11022302462516e-16,-1.11022302462516e-16,3120,3280,0
1,81,80,0.864258665889892,0.864258665889892,1.11022302462516e-16,-1.11022302462516e-16,2967,3433,0
1,82,80,0.996257018091079,0.996257018091079,0,0,3194,3206,0
1,83,80,1.04865556978233,1.04865556978233,0,0,3276,3124,0
1,84,80,0.865889212827988,0.865889212827988,0,0,2970,3430,0
1,85,80,1.1813224267212,1.1813224267212,0,0,3466,2934,0
1,86,80,1.01384518565135,1.01384518565135,0,0,3222,3178,0
1,87,80,0.902497027348395,0.902497027348395,0,0,3036,3364,0
1,88,80,1.27030862007804,1.27030862007804,0,0,3581,2819,0
1,89,80,1.17391304347826,1.17391304347826,0,0,3456,2944,0
1,90,80,1.10526315789474,1.10526315789474,0,0,3360,3040,0
1,91,80,0.894051494525007,0.894051494525007,0,0,3021,3379,0
1,92,80,1.35901216365647,1.35901216365647,2.22044604925031e-16,2.22044604925031e-16,3687,2713,0
1,93,80,0.768444321635811,0.768444321635811,0,0,2781,3619,0
1,94,80,1.08333333333333,1.08333333333333,2.22044604925031e-16,-2.22044604925031e-16,3328,3072,0
1,95,80,0.969836872883964,0.969836872883964,0,0,3151,3249,0
1,96,80,1.36511456023651,1.36511456023651,2.22044604925031e-16,2.22044604925031e-16,3694,2706,0
1,97,80,1.27111426543648,1.27111426543648,0,0,3582,2818,0
1,98,80,0.935874168179068,0.935874168179068,0,0,3094,3306,0
1,99,80,0.88124632569077,0.88124632569077,0,0,2998,3402,0
1,100,80,0.930618401206637,0.930618401206637,1.11022302462516e-16,-1.11022302462516e-16,3085,3315,0
1.1,1,80,0.945880206749772,0.945880206749772,0,0,3111,3289,0
1.1,2,80,1.22686151704941,1.22686151704941,2.22044604925031e-16,2.22044604925031e-16,3526,2874,0
1.1,3,80,0.968625038449708,0.968625038449708,0,0,3149,3251,0
1.1,4,80,0.991907874260815,0.991907874260815,0,0,3187,3213,0
1.1,5,80,1.21070811744387,1.21070811744387,0,0,3505,2895,0
1.1,6,80,0.894612196566015,0.894612196566015,1.11022302462516e-16,2.22044604925031e-16,3022,3378,0
1.1,7,80,1.11290855067679,1.11290855067679,0,0,3371,3029,0
1.1,8,80,1.33406272793581,1.33406272793581,2.22044604925031e-16,2.22044604925031e-16,3658,2742,0
1.1,9,80,0.91904047976012,0.91904047976012,1.11022302462516e-16,2.22044604925031e-16,3065,3335,0
1.1,10,80,1.2015823873409,1.2015823873409,0,0,3493,2907,0
1.1,11,80,1.00312989045383,1.00312989045383,2.22044604925031e-16,2.22044604925031e-16,3205,3195,0
1.1,12,80,1.23463687150838,1.23463687150838,2.22044604925031e-16,2.22044604925031e-16,3536,2864,0
1.1,13,80,1.39970003749531,1.39970003749531,0,0,3733,2667,0
1.1,14,80,0.895734597156398,0.895734597156398,0,0,3024,3376,0
1.1,15,80,1.09561231172233,1.09561231172233,2.22044604925031e-16,-2.22044604925031e-16,3346,3054,0
1.1,16,80,1.22996515679443,1.22996515679442,2.22044604925031e-16,2.22044604925031e-16,3530,2870,0
1.1,17,80,1.25829216654905,1.25829216654905,0,0,3566,2834,0
1.1,18,80,1.05259781911482,1.05259781911482,2.22044604925031e-16,-2.22044604925031e-16,3282,3118,0
1.1,19,80,1.0291693088142,1.0291693088142,0,0,3246,3154,0
1.1,20,80,1.10803689064559,1.10803689064559,2.22044604925031e-16,-2.22044604925031e-16,3364,3036,0
1.1,21,80,0.804341697208909,0.804341697208909,1.11022302462516e-16,-1.11022302462516e-16,2853,3547,0
1.1,22,80,0.972265023112481,0.972265023112481,1.11022302462516e-16,2.22044604925031e-16,3155,3245,0
1.1,23,80,1.10180623973727,1.10180623973727,2.22044604925031e-16,2.22044604925031e-16,3355,3045,0
1.1,24,80,1.20613581523613,1.20613581523613,0,0,3499,2901,0
1.1,25,80,1.01956453139792,1.01956453139792,0,0,3231,3169,0
1.1,26,80,1.75150472914875,1.75150472914875,2.22044604925031e-16,2.22044604925031e-16,4074,2326,0
1.1,27,80,1.01321170179302,1.01321170179302,0,0,3221,3179,0
1.1,28,80,1.02083991158825,1.02083991158825,0,0,3233,3167,0
1.1,29,80,0.808931599773884,0.808931599773884,0,0,2862,3538,0
1.1,30,80,1.1978021978022,1.1978021978022,0,0,3488,2912,0
1.1,31,80,1.31884057971015,1.31884057971014,2.22044604925031e-16,2.22044604925031e-16,3640,2760,0
1.1,32,80,0.66883963494133,0.66883963494133,0,0,2565,3835,0
1.1,33,80,1.45587106676899,1.45587106676899,0,0,3794,2606,0
1.1,34,80,1.3624953857512,1.3624953857512,0,0,3691,2709,0
1.1,35,80,1.12271973466003,1.12271973466003,0,0,3385,3015,0
1.1,36,80,0.839609083069848,0.839609083069848,1.11022302462516e-16,-1.11022302462516e-16,2921,3479,0
1.1,37,80,1.09767289413307,1.09767289413307,0,0,3349,3051,0
1.1,38,80,0.789208834218619,0.789208834218619,1.11022302462516e-16,2.22044604925031e-16,2823,3577,0
1.1,39,80,0.770890979524073,0.770890979524073,0,0,2786,3614,0
1.1,40,80,0.948249619482496,0.948249619482496,1.11022302462516e-16,2.22044604925031e-16,3115,3285,0
1.1,41,80,1.11570247933884,1.11570247933884,0,0,3375,3025,0
1.1,42,80,1.25431489961254,1.25431489961254,2.22044604925031e-16,2.22044604925031e-16,3561,2839,0
1.1,43,80,0.7462482946794,0.7462482946794,1.11022302462516e-16,-1.11022302462516e-16,2735,3665,0
1.1,44,80,1.46343341031563,1.46343341031563,0,0,3802,2598,0
1.1,45,80,1.46628131021195,1.46628131021195,0,0,3805,2595,0
1.1,46,80,0.869158878504673,0.869158878504673,0,0,2976,3424,0
1.1,47,80,1.09150326797386,1.09150326797386,0,0,3340,3060,0
1.1,48,80,0.864801864801865,0.864801864801865,0,0,2968,3432,0
1.1,49,80,0.753424657534247,0.753424657534247,0,0,2750,3650,0
1.1,50,80,1.2719204827831,1.2719204827831,0,0,3583,2817,0
1.1,51,80,1.0545746388443,1.0545746388443,0,0,3285,3115,0
1.1,52,80,1.39073589839372,1.39073589839372,2.22044604925031e-16,2.22044604925031e-16,3723,2677,0
1.1,53,80,0.905328966954451,0.905328966954451,1.11022302462516e-16,2.22044604925031e-16,3041,3359,0
1.1,54,80,1.21300138312586,1.21300138312586,0,0,3508,2892,0
1.1,55,80,1.4399542508578,1.4399542508578,0,0,3777,2623,0
1.1,56,80,1.09698558322412,1.09698558322412,0,0,3348,3052,0
1.1,57,80,1.02981287662544,1.02981287662544,2.22044604925031e-16,2.22044604925031e-16,3247,3153,0
1.1,58,80,1.0253164556962,1.0253164556962,0,0,3240,3160,0
1.1,59,80,1.24325271643884,1.24325271643884,0,0,3547,2853,0
