"true_hr","method","n_sims","n_patients","median_events_available","crossing_rate","final_above_threshold_rate","median_crossing_event","median_final_evalue","q25_final_evalue","q75_final_evalue","median_log_final_evalue","median_final_hr"
0.8,"Simultaneous entry, time-on-study order",1000,631,629,0.66,0.522,328.5,22.9631285472426,2.70160852367092,185.940809249897,3.13388961815299,0.795701657149936
0.8,"Staggered entry, calendar-event order",1000,631,629,0.644,0.522,309,24.7875016036194,2.15879665535294,202.212245772709,3.21033940621537,0.794919040466972
0.8,"Staggered entry, time-on-study order",1000,631,629,0.66,0.522,328.5,22.9631285472426,2.70160852367092,185.940809249897,3.13388961815299,0.795701657149936
1,"Simultaneous entry, time-on-study order",1000,631,630,0.026,0.001,289,0.0109258408499469,0.00134239708779805,0.0858210294596367,-4.51662675404352,1.00100148097295
1,"Staggered entry, calendar-event order",1000,631,630,0.036,0.004,245,0.0125677145721192,0.00148239998721591,0.0833736369092692,-4.37663509712505,1.00134766927639
1,"Staggered entry, time-on-study order",1000,631,630,0.026,0.001,289,0.0109258408499469,0.00134239708779805,0.0858210294596367,-4.51662675404352,1.00100148097295
