"scenario","n_per_arm","design_wr","buysetest_wr","buysetest_p","buysetest_reject","disjoint_wins","disjoint_losses","disjoint_neutral","disjoint_wr","adaptive_reject","adaptive_crossing","adaptive_final_evalue","fixed_reject","fixed_crossing","fixed_final_evalue","sim"
"null",80,1.3,0.858304297328687,0.8126224657508,FALSE,39,41,0,0.951219512195122,FALSE,NA,0.608228467461403,FALSE,NA,0.387225109881991,1
"null",80,1.3,0.834862385321101,0.850363836621736,FALSE,38,42,0,0.904761904761905,FALSE,NA,0.242802037601327,FALSE,NA,0.297865469139994,2
"null",80,1.3,0.91904047976012,0.687751775434276,FALSE,39,41,0,0.951219512195122,FALSE,NA,0.497103267472206,FALSE,NA,0.387225109881992,3
"null",80,1.3,0.805359661495064,0.88723712926192,FALSE,37,43,0,0.86046511627907,FALSE,NA,0.563568430732844,FALSE,NA,0.229127283953841,4
"null",80,1.3,0.899673493618284,0.730134489090747,FALSE,39,41,0,0.951219512195122,FALSE,NA,0.406264965087635,FALSE,NA,0.387225109881991,5
"null",80,1.3,0.822842495015665,0.86369684472324,FALSE,30,50,0,0.6,FALSE,NA,6.08457316946818,FALSE,NA,0.0365151711798768,6
"null",80,1.3,1.46723207401696,0.015745155358133,TRUE,48,32,0,1.5,FALSE,NA,0.433190921703989,FALSE,NA,4.10632843495344,7
"null",80,1.3,0.680231031766868,0.984496765700853,FALSE,35,45,0,0.777777777777778,FALSE,NA,1.0096890821614,FALSE,NA,0.1355782745289,8
"null",80,1.3,1.39341810022438,0.0326862030302549,TRUE,47,33,0,1.42424242424242,FALSE,NA,1.49005783758292,FALSE,NA,3.15871418073342,9
"null",80,1.3,1.07590009730782,0.340078216810131,FALSE,45,35,0,1.28571428571429,FALSE,NA,0.509994460145166,FALSE,NA,1.86906164540439,10
"composite_alt",80,1.3,1.24089635854342,0.108369052335236,FALSE,41,39,0,1.05128205128205,FALSE,NA,0.521408752054445,FALSE,NA,0.654410435700566,1
"composite_alt",80,1.3,1.45210727969349,0.0171676310161571,TRUE,45,35,0,1.28571428571429,FALSE,NA,1.04449485850866,FALSE,NA,1.86906164540439,2
"composite_alt",80,1.3,1.53465346534653,0.00910186894688003,TRUE,50,30,0,1.66666666666667,FALSE,NA,5.38914676976066,FALSE,NA,6.93969505507132,3
"composite_alt",80,1.3,1.13546880213547,0.240560720867622,FALSE,47,33,0,1.42424242424242,FALSE,NA,1.07778589223286,FALSE,NA,3.15871418073342,4
"composite_alt",80,1.3,1.676704307821,0.00265571360061245,TRUE,49,31,0,1.58064516129032,FALSE,NA,1.45417403939287,FALSE,NA,5.33822696543948,5
"composite_alt",80,1.3,1.67558528428094,0.00174164657779108,TRUE,49,31,0,1.58064516129032,FALSE,NA,2.6365119170002,FALSE,NA,5.33822696543948,6
"composite_alt",80,1.3,0.943516550258123,0.627184545766028,FALSE,38,42,0,0.904761904761905,FALSE,NA,0.515803053703811,FALSE,NA,0.297865469139994,7
"composite_alt",80,1.3,1.08469055374593,0.32256673493614,FALSE,36,44,0,0.818181818181818,FALSE,NA,0.663547537492974,FALSE,NA,0.17625175688757,8
"composite_alt",80,1.3,1.67000417188152,0.00230790298359951,TRUE,50,30,0,1.66666666666667,FALSE,NA,4.12492660111161,FALSE,NA,6.93969505507132,9
"composite_alt",80,1.3,1.38716896680343,0.0299393067922195,TRUE,46,34,0,1.35294117647059,FALSE,NA,0.470007143891183,FALSE,NA,2.4297801390257,10
